technology,parameter,value,unit,source,further description,currency_year
gas boiler steam,lifetime,25.0,years,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",311.1c Steam boiler Gas:  Technical lifetime,2019.0
gas storage,FOM,1.0,%/year,"Gorre, Jachin; Ortloff, Felix; van Leeuwen, Charlotte (2019): Production costs for synthetic methane in 2030 and 2050 of an optimized Power-to-Gas plant with intermediate hydrogen storage. In: Applied Energy 253, S. 113594.",,2017.0
gas storage,investment,6746.11229,USD/MWh_CH4,"Gorre, Jachin; Ortloff, Felix; van Leeuwen, Charlotte (2019): Production costs for synthetic methane in 2030 and 2050 of an optimized Power-to-Gas plant with intermediate hydrogen storage. In: Applied Energy 253, S. 113594.","; and
Source assumes no reduction due to mature technology",2017.0
gas storage,lifetime,20.0,years,eigene Annahmen,,2015.0
gas storage charger,investment,19636.24432,USD/MW,Danish Energy Agency,"150 Underground Storage of Gas, Process equipment (units converted)",2015.0
gas storage discharger,investment,6545.41477,USD/MW,Danish Energy Agency,"150 Underground Storage of Gas, Process equipment (units converted)",2015.0
geothermal,CO2 intensity,0.12,tCO2/MWh_el,"Aghahosseini, Breyer 2020: From hot rock to useful energy: A global estimate of enhanced geothermal systems potential, https://www.sciencedirect.com/science/article/pii/S0306261920312551",Likely to be improved; Average of 85 percent of global egs power plant capacity; Result of fluid circulation through rock formations,2020.0
geothermal,FOM,2.0,%/year,"Aghahosseini, Breyer 2020: From hot rock to useful energy: A global estimate of enhanced geothermal systems potential, https://www.sciencedirect.com/science/article/pii/S0306261920312551",See Supplemental Material of source for details,2020.0
geothermal,district heat surcharge,25.0,%,Frey et al. 2022: Techno-Economic Assessment of Geothermal Resources in the Variscan Basement of the Northern Upper Rhine Graben,"If capital cost of electric generation from EGS is 100%, district heating adds additional 25%. Costs incurred by piping.",2020.0
geothermal,district heat-input,0.8,MWh_thdh/MWh_th,"Aghahosseini, Breyer 2020: From hot rock to useful energy: A global estimate of enhanced geothermal systems potential, https://www.sciencedirect.com/science/article/pii/S0306261920312551; Breede et al. 2015: Overcoming challenges in the classification of deep geothermal potential, https://eprints.gla.ac.uk/169585/","Heat-input, District Heat-output. This is an assessment of typical heat losses when heat is transmitted from the EGS plant to the DH network, This is a rough estimate, depends on local conditions",2020.0
geothermal,lifetime,30.0,years,"Aghahosseini, Breyer 2020: From hot rock to useful energy: A global estimate of enhanced geothermal systems potential, https://www.sciencedirect.com/science/article/pii/S0306261920312551",,2020.0
h2_fl_pem,fuel,117.80296,USD/MWhel,"Own calculations based on Pfennig, M., Böttger, D., Häckner, B., Geiger, D., Zink, C., Bisevic, A. et al. (2022). Global GIS-based potential analysis and cost assessment of Power-to-X fuels in 2050. https://doi.org/10.48550/arXiv.2208.1488. and Ram M., Galimova T., Bogdanov D., Fasihi M., Gulagi A., Breyer C., Micheli M., Crone K. (2020). Powerfuels in a Renewable Energy World - Global volumes, costs, and trading 2030 to 2050. Lappeenranta, Berlin.: LUT University; Deutsche Energie-Agentur GmbH (dena).",,2018.0
h2_g_pem,fuel,82.81885,USD/MWhel,"Own calculations based on Pfennig, M., Böttger, D., Häckner, B., Geiger, D., Zink, C., Bisevic, A. et al. (2022). Global GIS-based potential analysis and cost assessment of Power-to-X fuels in 2050. https://doi.org/10.48550/arXiv.2208.1488. and Ram M., Galimova T., Bogdanov D., Fasihi M., Gulagi A., Breyer C., Micheli M., Crone K. (2020). Powerfuels in a Renewable Energy World - Global volumes, costs, and trading 2030 to 2050. Lappeenranta, Berlin.: LUT University; Deutsche Energie-Agentur GmbH (dena).",,2018.0
helmeth,FOM,3.0,%/year,no source, from old pypsa cost assumptions,2015.0
helmeth,efficiency,0.8,per unit,HELMETH press release, from old pypsa cost assumptions,2015.0
helmeth,investment,2738886.6135,USD/MW,no source, from old pypsa cost assumptions,2015.0
helmeth,lifetime,25.0,years,no source, from old pypsa cost assumptions,2015.0
home battery inverter,FOM,0.675,%/year,"Global Energy System based on 100% Renewable Energy, Energywatchgroup/LTU University, 2019, Danish Energy Agency, technology_data_catalogue_for_energy_storage.xlsx",:  Fixed O&M,2015.0
home battery inverter,efficiency,0.96,per unit,"Global Energy System based on 100% Renewable Energy, Energywatchgroup/LTU University, 2019, Danish Energy Agency, technology_data_catalogue_for_energy_storage.xlsx",:  Round trip efficiency DC,2015.0
home battery inverter,investment,158714.96786,USD/MW,"Global Energy System based on 100% Renewable Energy, Energywatchgroup/LTU University, 2019, Danish Energy Agency, technology_data_catalogue_for_energy_storage.xlsx",:  Output capacity expansion cost investment,2015.0
home battery inverter,lifetime,10.0,years,"Global Energy System based on 100% Renewable Energy, Energywatchgroup/LTU University, 2019, Danish Energy Agency, technology_data_catalogue_for_energy_storage.xlsx, Note K.",:  Technical lifetime,2015.0
home battery storage,investment,167980.65439,USD/MWh,"Global Energy System based on 100% Renewable Energy, Energywatchgroup/LTU University, 2019, Danish Energy Agency, technology_data_catalogue_for_energy_storage.xlsx",:  Energy storage expansion cost investment,2015.0
home battery storage,lifetime,30.0,years,"Global Energy System based on 100% Renewable Energy, Energywatchgroup/LTU University, 2019, Danish Energy Agency, technology_data_catalogue_for_energy_storage.xlsx",:  Technical lifetime,2015.0
hydro,FOM,1.0,%/year,DIW DataDoc http://hdl.handle.net/10419/80348, from old pypsa cost assumptions,2015.0
hydro,efficiency,0.9,per unit,DIW DataDoc http://hdl.handle.net/10419/80348, from old pypsa cost assumptions,2015.0
hydro,investment,2943838.79682,USD/MWel,DIW DataDoc http://hdl.handle.net/10419/80348, from old pypsa cost assumptions,2010.0
hydro,lifetime,80.0,years,IEA2010, from old pypsa cost assumptions,2015.0
hydrogen storage compressor,FOM,4.0,%/year,"Based on Stöckl et al (2021): https://doi.org/10.48550/arXiv.2005.03464, table SI.4.",-,2020.0
hydrogen storage compressor,compression-electricity-input,0.05,MWh_el/MWh_H2,"Based on Stöckl et al (2021): https://doi.org/10.48550/arXiv.2005.03464, table SI.4.",1.707 kWh/kg.,2020.0
hydrogen storage compressor,investment,113479.52121,USD/MW_H2,"Based on Stöckl et al (2021): https://doi.org/10.48550/arXiv.2005.03464, table SI.4.","2923 EUR/kg_H2. For a 206 kg/h compressor. Base CAPEX 40 528 EUR/kW_el with scale factor 0.4603. kg_H2 converted to MWh using LHV. Pressure range: 30 bar in, 250 bar out.",2020.0
hydrogen storage compressor,lifetime,15.0,years,"Based on Stöckl et al (2021): https://doi.org/10.48550/arXiv.2005.03464, table SI.4.",-,2020.0
hydrogen storage tank,FOM,1.5,%/year,"Gorre, Jachin; Ortloff, Felix; van Leeuwen, Charlotte (2019): Production costs for synthetic methane in 2030 and 2050 of an optimized Power-to-Gas plant with intermediate hydrogen storage. In: Applied Energy 253, S. 113594.",,2017.0
hydrogen storage tank,investment,25272.69882,USD/MWh_H2,"Gorre, Jachin; Ortloff, Felix; van Leeuwen, Charlotte (2019): Production costs for synthetic methane in 2030 and 2050 of an optimized Power-to-Gas plant with intermediate hydrogen storage. In: Applied Energy 253, S. 113594.",,2017.0
hydrogen storage tank,lifetime,20.0,years,"Gorre, Jachin; Ortloff, Felix; van Leeuwen, Charlotte (2019): Production costs for synthetic methane in 2030 and 2050 of an optimized Power-to-Gas plant with intermediate hydrogen storage. In: Applied Energy 253, S. 113594.",,2017.0
hydrogen storage tank type 1,FOM,2.0,%/year,"Based on Stöckl et al (2021): https://doi.org/10.48550/arXiv.2005.03464, table SI.9.",-,2020.0
hydrogen storage tank type 1,investment,17470.33341,USD/MWh_H2,"Based on Stöckl et al (2021): https://doi.org/10.48550/arXiv.2005.03464, table SI.9.","450 EUR/kg_H2 converted with LHV to MWh. For a type 1 hydrogen storage tank (steel, 15-250 bar). Currency year assumed 2020 for initial publication of reference; observe note in SI.4.3 that no currency year is explicitly stated in the reference.",2020.0
hydrogen storage tank type 1,lifetime,20.0,years,"Based on Stöckl et al (2021): https://doi.org/10.48550/arXiv.2005.03464, table SI.9.",-,2020.0
hydrogen storage tank type 1,min_fill_level,6.0,%,"Based on Stöckl et al (2021): https://doi.org/10.48550/arXiv.2005.03464, table SI.9.",-,2020.0
hydrogen storage tank type 1 including compressor,FOM,1.87303,%/year,"Danish Energy Agency, technology_data_catalogue_for_energy_storage.xlsx",151a Hydrogen Storage - Tanks:  Fixed O&M,2015.0
hydrogen storage tank type 1 including compressor,investment,32901.14933,USD/MWh,"Danish Energy Agency, technology_data_catalogue_for_energy_storage.xlsx",151a Hydrogen Storage - Tanks:  Specific investment,2015.0
hydrogen storage tank type 1 including compressor,lifetime,30.0,years,"Danish Energy Agency, technology_data_catalogue_for_energy_storage.xlsx",151a Hydrogen Storage - Tanks:  Technical lifetime,2015.0
hydrogen storage underground,FOM,0.0,%/year,"Danish Energy Agency, technology_data_catalogue_for_energy_storage.xlsx",151c Hydrogen Storage - Caverns:  Fixed O&M,2015.0
hydrogen storage underground,VOM,2e-05,USD/MWh,"Danish Energy Agency, technology_data_catalogue_for_energy_storage.xlsx",151c Hydrogen Storage - Caverns:  Variable O&M,2015.0
hydrogen storage underground,investment,1848.74846,USD/MWh,"Danish Energy Agency, technology_data_catalogue_for_energy_storage.xlsx",151c Hydrogen Storage - Caverns:  Specific investment,2015.0
hydrogen storage underground,lifetime,100.0,years,"Danish Energy Agency, technology_data_catalogue_for_energy_storage.xlsx",151c Hydrogen Storage - Caverns:  Technical lifetime,2015.0
industrial heat pump high temperature,FOM,0.08858,%/year,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",302.b High temp. hp Up to 150:  Fixed O&M,2019.0
industrial heat pump high temperature,VOM,4.13101,USD/MWh,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",302.b High temp. hp Up to 150:  Variable O&M,2019.0
industrial heat pump high temperature,efficiency,3.175,per unit,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx","302.b High temp. hp Up to 150:  Total efficiency, net, annual average",2019.0
industrial heat pump high temperature,investment,1118109.10253,USD/MW,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",302.b High temp. hp Up to 150:  Nominal investment,2019.0
industrial heat pump high temperature,lifetime,20.0,years,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",302.b High temp. hp Up to 150:  Technical lifetime,2019.0
industrial heat pump medium temperature,FOM,0.10629,%/year,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",302.a High temp. hp Up to 125 C:  Fixed O&M,2019.0
industrial heat pump medium temperature,VOM,4.13101,USD/MWh,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",302.a High temp. hp Up to 125 C:  Variable O&M,2019.0
industrial heat pump medium temperature,efficiency,2.825,per unit,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx","302.a High temp. hp Up to 125 C:  Total efficiency, net, annual average",2019.0
industrial heat pump medium temperature,investment,931757.58544,USD/MW,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",302.a High temp. hp Up to 125 C:  Nominal investment,2019.0
industrial heat pump medium temperature,lifetime,20.0,years,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",302.a High temp. hp Up to 125 C:  Technical lifetime,2019.0
iron ore DRI-ready,commodity,105.78295,USD/t,"Model assumptions from MPP Steel Transition Tool: https://missionpossiblepartnership.org/action-sectors/steel/, accessed: 2022-12-03.","DRI ready assumes 65% iron content, requiring no additional benefication.",2020.0
lignite,CO2 intensity,0.40691,tCO2/MWh_th,Entwicklung der spezifischen Kohlendioxid-Emissionen des deutschen Strommix in den Jahren 1990 - 2018,,
lignite,FOM,1.31,%/year,"Lazard's levelized cost of energy analysis - version 16.0 (2023): https://www.lazard.com/media/typdgxmm/lazards-lcoeplus-april-2023.pdf , pg. 49 (Levelized Cost of Energy - Key Assumptions), accessed: 2023-12-14.","Calculated based on average of listed range, i.e. (39.5+91.25) USD/kW_e/a /2 / (1.09 USD/EUR) / investment cost * 100. Note: Assume same costs as for hard coal, as cost structure is apparently comparable, see https://diglib.tugraz.at/download.php?id=6093e88b63f93&location=browse and https://iea.blob.core.windows.net/assets/ae17da3d-e8a5-4163-a3ec-2e6fb0b5677d/Projected-Costs-of-Generating-Electricity-2020.pdf . ",2023.0
lignite,VOM,4.22037,USD/MWh_e,"Lazard's levelized cost of energy analysis - version 16.0 (2023): https://www.lazard.com/media/typdgxmm/lazards-lcoeplus-april-2023.pdf , pg. 49 (Levelized Cost of Energy - Key Assumptions), accessed: 2023-12-14.","Calculated based on average of listed range, i.e. (3+5.5)USD/MWh_e/2 / (1.09 USD/EUR). Note: Assume same costs as for hard coal, as cost structure is apparently comparable, see https://diglib.tugraz.at/download.php?id=6093e88b63f93&location=browse and https://iea.blob.core.windows.net/assets/ae17da3d-e8a5-4163-a3ec-2e6fb0b5677d/Projected-Costs-of-Generating-Electricity-2020.pdf . ",2023.0
lignite,efficiency,0.33,p.u.,"Lazard's levelized cost of energy analysis - version 16.0 (2023): https://www.lazard.com/media/typdgxmm/lazards-lcoeplus-april-2023.pdf , pg. 49 (Levelized Cost of Energy - Key Assumptions), accessed: 2023-12-14.","Calculated based on average of listed range, i.e. 1 / ((8.75+12) MMbtu/MWh_th /2 / (3.4095 MMbtu/MWh_th)), rounded up. Note: Assume same costs as for hard coal, as cost structure is apparently comparable, see https://diglib.tugraz.at/download.php?id=6093e88b63f93&location=browse and https://iea.blob.core.windows.net/assets/ae17da3d-e8a5-4163-a3ec-2e6fb0b5677d/Projected-Costs-of-Generating-Electricity-2020.pdf . ",2023.0
lignite,fuel,4.26857,USD/MWh_th,"DIW (2013): Current and propsective costs of electricity generation until 2050, http://hdl.handle.net/10419/80348 , pg. 80 text below figure 10, accessed: 2023-12-14.","Based on IEA 2011 data, 10 USD/t.",2010.0
lignite,investment,4952726.856,USD/MW_e,"Lazard's levelized cost of energy analysis - version 16.0 (2023): https://www.lazard.com/media/typdgxmm/lazards-lcoeplus-april-2023.pdf , pg. 49 (Levelized Cost of Energy - Key Assumptions), accessed: 2023-12-14.","Higher costs include coal plants with CCS, but since using here for calculating the average nevertheless. Calculated based on average of listed range, i.e. (3200+6775) USD/kW_e/2 / (1.09 USD/EUR). Note: Assume same costs as for hard coal, as cost structure is apparently comparable, see https://diglib.tugraz.at/download.php?id=6093e88b63f93&location=browse and https://iea.blob.core.windows.net/assets/ae17da3d-e8a5-4163-a3ec-2e6fb0b5677d/Projected-Costs-of-Generating-Electricity-2020.pdf .",2023.0
lignite,lifetime,40.0,years,"Lazard's levelized cost of energy analysis - version 16.0 (2023): https://www.lazard.com/media/typdgxmm/lazards-lcoeplus-april-2023.pdf , pg. 49 (Levelized Cost of Energy - Key Assumptions), accessed: 2023-12-14.","Note: Assume same costs as for hard coal, as cost structure is apparently comparable, see https://diglib.tugraz.at/download.php?id=6093e88b63f93&location=browse and https://iea.blob.core.windows.net/assets/ae17da3d-e8a5-4163-a3ec-2e6fb0b5677d/Projected-Costs-of-Generating-Electricity-2020.pdf . ",2023.0
methanation,FOM,5.0,%/year,"Own assumption based on Ausfelder, Florian; Dura, Hanna Ewa (Hg.) (2018): Optionen für ein nachhaltiges Energiesystem mit Power-to-X Technologien. Herausforderungen - Potenziale - Methoden - Auswirkungen: 1. Roadmap des Kopernikus-Projektes ""Power-to-X"": Flexible Nutzung erneuerbarer Ressourcen (P2X): erstellt im Rahmen der Roadmapping-Aktivitäten im Koperinkus-Projekt ""Power-to-X"": Flexible Nutzung erneuerbarer Ressourcen (P2X) gefördert durch das Bundesministerium für Bildung und Technologie. DECHEMA, Gesellschaft für Chemische Technik und Biotechnologie. 1. Auflage. Frankfurt am Main: DECHEMA Gesellschaft für Chemische Technik und Biotechnologie e.V. Online verfügbar unter edocs.tib.eu/files/e01fn18/1034723774.pdf",,2016.0
methanation,carbondioxide-input,0.198,t_CO2/MWh_CH4,"Götz et al. (2016): Renewable Power-to-Gas: A technological and economic review (https://doi.org/10.1016/j.renene.2015.07.066), Fig. 11 .",Additional H2 required for methanation process (2x H2 amount compared to stochiometric conversion).,
methanation,efficiency,0.77858,per unit,"Eigene Berechnungen auf Basis des Ablaufs der chemischen Reaktion und einem angesetzten Gütegrad der Reaktion von 90% (5% verfahrenstechnische Verluste); and
Eigene Berechnungen auf Basis des Ablaufs der chemischen Reaktion und einem angesetzten Gütegrad der Reaktion von 95% (5% verfahrenstechnische Verluste)",,
methanation,hydrogen-input,1.282,MWh_H2/MWh_CH4,,Based on ideal conversion process of stochiometric composition (1 t CH4 contains 750 kg of carbon).,
methanation,investment,475615.04067,USD/MW_H2,"Prognos. Kosten und Transformationspfade für strombasierte Energieträger: Endbericht zum Projekt ""Transformationspfade und regulatorischer Rahmen für synthetische Brennstoffe"". Studie im Auftrag des Bundeministeriums für Wirtschaft und Energie. Unter Mitarbeit von Sven Kreidelmeyer, Hans Dambeck, Almut Kirchner und Marco Wünsch. Basel, Schweiz; 2020.; and
Own assumption based on Ausfelder, Florian; Dura, Hanna Ewa (Hg.) (2018): Optionen für ein nachhaltiges Energiesystem mit Power-to-X Technologien. Herausforderungen - Potenziale - Methoden - Auswirkungen: 1. Roadmap des Kopernikus-Projektes ""Power-to-X"": Flexible Nutzung erneuerbarer Ressourcen (P2X): erstellt im Rahmen der Roadmapping-Aktivitäten im Koperinkus-Projekt ""Power-to-X"": Flexible Nutzung erneuerbarer Ressourcen (P2X) gefördert durch das Bundesministerium für Bildung und Technologie. DECHEMA, Gesellschaft für Chemische Technik und Biotechnologie. 1. Auflage. Frankfurt am Main: DECHEMA Gesellschaft für Chemische Technik und Biotechnologie e.V. Online verfügbar unter edocs.tib.eu/files/e01fn18/1034723774.pdf","(Wert in kW_Produkt, Umrechnung mit Synthesewirkungsgrad); and
",2016.0
methanation,lifetime,20.0,years,eigene Annahmen,,2017.0
methanation,thermal-output,0.08507,MWh_th/MWh_H2,"Ausfelder, Florian; Beilmann, Christian; Bertau, Martin; Bräuninger, Sigmar; Heinzel, Angelika; Hoer, Renate et al. (2015): Energiespeicherung als Element einer sicheren Energieversorgung. In: Chemie Ingenieur Technik 87 (1-2), S. 17-89",Efficiency of the heat exchanger 2030-2050 remains the same,
methane storage tank incl. compressor,FOM,1.9,%/year,"Guesstimate, based on hydrogen storage tank type 1 including compressor by DEA.",Based on assumptions for hydrogen storage tank type 1 including compressor (by DEA).,2014.0
methane storage tank incl. compressor,investment,11597.07587,USD/m^3,Storage costs per l: https://www.compositesworld.com/articles/pressure-vessels-for-alternative-fuels-2014-2023 (2021-02-10).,"Assume 5USD/l (= 4.23 EUR/l at 1.17 USD/EUR exchange rate) for type 1 pressure vessel for 200 bar storage and 100% surplus costs for including compressor costs with storage, based on similar assumptions by DEA for compressed hydrogen storage tanks.",2014.0
methane storage tank incl. compressor,lifetime,30.0,years,"Guesstimate, based on hydrogen storage tank type 1 including compressor by DEA.",Based on assumptions for hydrogen storage tank 1 including compressor (by DEA).,2014.0
methanol,CO2 intensity,0.2482,tCO2/MWh_th,,,
methanol-to-kerosene,hydrogen-input,0.0279,MWh_H2/MWh_kerosene,"Concawe (2022): E-Fuels: A technoeconomic assessment of European domestic production and imports towards 2050 (https://www.concawe.eu/wp-content/uploads/Rpt_22-17.pdf), table 6.","Assuming LHV 11.94 kWh/kg for kerosene, 5.54 kWh/kg for methanol, 33.3 kWh/kg for hydrogen.",
methanol-to-kerosene,methanol-input,1.0764,MWh_MeOH/MWh_kerosene,"Concawe (2022): E-Fuels: A technoeconomic assessment of European domestic production and imports towards 2050 (https://www.concawe.eu/wp-content/uploads/Rpt_22-17.pdf), table 6.","Assuming LHV 11.94 kWh/kg for kerosene, 5.54 kWh/kg for methanol, 33.3 kWh/kg for hydrogen.",
methanol-to-olefins/aromatics,FOM,3.0,%/year,Guesstimate,same as steam cracker,
methanol-to-olefins/aromatics,VOM,37.95575,€/t_HVC,"DECHEMA 2017: DECHEMA: Low carbon energy and feedstock for the European chemical industry (https://dechema.de/dechema_media/Downloads/Positionspapiere/Technology_study_Low_carbon_energy_and_feedstock_for_the_European_chemical_industry.pdf), Table 35", ,2015.0
methanol-to-olefins/aromatics,carbondioxide-output,0.6107,t_CO2/t_HVC,"DECHEMA 2017: DECHEMA: Low carbon energy and feedstock for the European chemical industry (https://dechema.de/dechema_media/Downloads/Positionspapiere/Technology_study_Low_carbon_energy_and_feedstock_for_the_European_chemical_industry.pdf), Sections 4.5 (for ethylene and propylene) and 4.6 (for BTX)","Weighted average: 0.4 t_MeOH/t_ethylene+propylene for 21.7 Mt of ethylene and 17 Mt of propylene, 1.13 t_CO2/t_BTX for 15.7 Mt of BTX. The report also references process emissions of 0.55 t_MeOH/t_ethylene+propylene elsewhere. ",
methanol-to-olefins/aromatics,electricity-input,1.3889,MWh_el/t_HVC,"DECHEMA 2017: DECHEMA: Low carbon energy and feedstock for the European chemical industry (https://dechema.de/dechema_media/Downloads/Positionspapiere/Technology_study_Low_carbon_energy_and_feedstock_for_the_European_chemical_industry.pdf), page 69",5 GJ/t_HVC ,
methanol-to-olefins/aromatics,investment,3598897.01014,USD/(t_HVC/h),"DECHEMA 2017: DECHEMA: Low carbon energy and feedstock for the European chemical industry (https://dechema.de/dechema_media/Downloads/Positionspapiere/Technology_study_Low_carbon_energy_and_feedstock_for_the_European_chemical_industry.pdf), Table 35",Assuming CAPEX of 1200 €/t actually given in €/(t/a).,2015.0
methanol-to-olefins/aromatics,lifetime,30.0,years,Guesstimate,same as steam cracker,
methanol-to-olefins/aromatics,methanol-input,18.03,MWh_MeOH/t_HVC,"DECHEMA 2017: DECHEMA: Low carbon energy and feedstock for the European chemical industry (https://dechema.de/dechema_media/Downloads/Positionspapiere/Technology_study_Low_carbon_energy_and_feedstock_for_the_European_chemical_industry.pdf), Sections 4.5 (for ethylene and propylene) and 4.6 (for BTX)","Weighted average: 2.83 t_MeOH/t_ethylene+propylene for 21.7 Mt of ethylene and 17 Mt of propylene, 4.2 t_MeOH/t_BTX for 15.7 Mt of BTX. Assuming 5.54 MWh_MeOH/t_MeOH. ",
methanol_pem,fuel,183.97215,USD/MWhel,"Own calculations based on Pfennig, M., Böttger, D., Häckner, B., Geiger, D., Zink, C., Bisevic, A. et al. (2022). Global GIS-based potential analysis and cost assessment of Power-to-X fuels in 2050. https://doi.org/10.48550/arXiv.2208.1488. and Ram M., Galimova T., Bogdanov D., Fasihi M., Gulagi A., Breyer C., Micheli M., Crone K. (2020). Powerfuels in a Renewable Energy World - Global volumes, costs, and trading 2030 to 2050. Lappeenranta, Berlin.: LUT University; Deutsche Energie-Agentur GmbH (dena).",,2018.0
methanolisation,FOM,5.0,%/year,"Own assumption based on Ausfelder, Florian; Dura, Hanna Ewa (Hg.) (2018): Optionen für ein nachhaltiges Energiesystem mit Power-to-X Technologien. Herausforderungen - Potenziale - Methoden - Auswirkungen: 1. Roadmap des Kopernikus-Projektes ""Power-to-X"": Flexible Nutzung erneuerbarer Ressourcen (P2X): erstellt im Rahmen der Roadmapping-Aktivitäten im Koperinkus-Projekt ""Power-to-X"": Flexible Nutzung erneuerbarer Ressourcen (P2X) gefördert durch das Bundesministerium für Bildung und Technologie. DECHEMA, Gesellschaft für Chemische Technik und Biotechnologie. 1. Auflage. Frankfurt am Main: DECHEMA Gesellschaft für Chemische Technik und Biotechnologie e.V. Online verfügbar unter edocs.tib.eu/files/e01fn18/1034723774.pdf",,2016.0
methanolisation,capture rate,0.9,per unit,Assumption based on doi:10.1016/j.biombioe.2015.01.006,,
methanolisation,carbondioxide-input,0.248,t_CO2/MWh_MeOH,"DECHEMA 2017: DECHEMA: Low carbon energy and feedstock for the European chemical industry (https://dechema.de/dechema_media/Downloads/Positionspapiere/Technology_study_Low_carbon_energy_and_feedstock_for_the_European_chemical_industry.pdf) , pg. 66.",,
methanolisation,efficiency,0.78054,per unit,"Eigene Berechnungen auf Basis des Ablaufs der chemischen Reaktion und einem angesetzten Gütegrad der Reaktion von 90% (5% verfahrenstechnische Verluste); and
Eigene Berechnungen auf Basis des Ablaufs der chemischen Reaktion und einem angesetzten Gütegrad der Reaktion von 95% (5% verfahrenstechnische Verluste)",,
methanolisation,electricity-input,0.271,MWh_e/MWh_MeOH,"DECHEMA 2017: DECHEMA: Low carbon energy and feedstock for the European chemical industry (https://dechema.de/dechema_media/Downloads/Positionspapiere/Technology_study_Low_carbon_energy_and_feedstock_for_the_European_chemical_industry.pdf) , pg. 65.",,
methanolisation,heat-output,0.1,MWh_th/MWh_MeOH,"DECHEMA 2017: DECHEMA: Low carbon energy and feedstock for the European chemical industry (https://dechema.de/dechema_media/Downloads/Positionspapiere/Technology_study_Low_carbon_energy_and_feedstock_for_the_European_chemical_industry.pdf) , pg. 65.",steam generation of 2 GJ/t_MeOH,
methanolisation,hydrogen-input,1.138,MWh_H2/MWh_MeOH,"DECHEMA 2017: DECHEMA: Low carbon energy and feedstock for the European chemical industry (https://dechema.de/dechema_media/Downloads/Positionspapiere/Technology_study_Low_carbon_energy_and_feedstock_for_the_European_chemical_industry.pdf) , pg. 64.",189 kg_H2 per t_MeOH,
methanolisation,investment,496115.68897,USD/MW_H2,"Prognos. Kosten und Transformationspfade für strombasierte Energieträger: Endbericht zum Projekt ""Transformationspfade und regulatorischer Rahmen für synthetische Brennstoffe"". Studie im Auftrag des Bundeministeriums für Wirtschaft und Energie. Unter Mitarbeit von Sven Kreidelmeyer, Hans Dambeck, Almut Kirchner und Marco Wünsch. Basel, Schweiz; 2020.; and
Own assumption based on Ausfelder, Florian; Dura, Hanna Ewa (Hg.) (2018): Optionen für ein nachhaltiges Energiesystem mit Power-to-X Technologien. Herausforderungen - Potenziale - Methoden - Auswirkungen: 1. Roadmap des Kopernikus-Projektes ""Power-to-X"": Flexible Nutzung erneuerbarer Ressourcen (P2X): erstellt im Rahmen der Roadmapping-Aktivitäten im Koperinkus-Projekt ""Power-to-X"": Flexible Nutzung erneuerbarer Ressourcen (P2X) gefördert durch das Bundesministerium für Bildung und Technologie. DECHEMA, Gesellschaft für Chemische Technik und Biotechnologie. 1. Auflage. Frankfurt am Main: DECHEMA Gesellschaft für Chemische Technik und Biotechnologie e.V. Online verfügbar unter edocs.tib.eu/files/e01fn18/1034723774.pdf","(Value in kW_product, conversion with synthesis efficiency); and
",2016.0
methanolisation,lifetime,20.0,years,eigene Annahmen,,2017.0
methanolisation,thermal-output,0.04682,MWh_th/MWh_H2,"Balopi, Babusi; Agachi, Paul; Danha (2019): Methanol Synthesis Chemistry and Process Engineering Aspects- A Review with Consequence to Botswana Chemical Industries. In: Procedia Manufacturing 35, S. 367–376.",Efficiency of the heat exchanger 2030-2050 remains the same,
micro CHP,FOM,6.33333,%/year,"Danish Energy Agency, technologydatafor_heating_installations_marts_2018.xlsx",219 LT-PEMFC mCHP - natural gas:  Fixed O&M,2015.0
micro CHP,efficiency,0.351,per unit,"Danish Energy Agency, technologydatafor_heating_installations_marts_2018.xlsx","219 LT-PEMFC mCHP - natural gas:  Electric efficiency, annual average, net",2015.0
micro CHP,efficiency-heat,0.609,per unit,"Danish Energy Agency, technologydatafor_heating_installations_marts_2018.xlsx","219 LT-PEMFC mCHP - natural gas:  Heat efficiency, annual average, net",2015.0
micro CHP,investment,8456625.62754,USD/MW_th,"Danish Energy Agency, technologydatafor_heating_installations_marts_2018.xlsx",219 LT-PEMFC mCHP - natural gas:  Specific investment,2015.0
micro CHP,lifetime,20.0,years,"Danish Energy Agency, technologydatafor_heating_installations_marts_2018.xlsx",219 LT-PEMFC mCHP - natural gas:  Technical lifetime,2015.0
